0;1
0;2
0;3
0;4
0;5
0;6
0;7
0;8
0;9
0;22
0;57
0;58
0;69
0;86
0;98
0;105
0;115
0;121
0;132
0;164
0;165
0;185
0;193
0;208
0;218
0;288
0;312
0;335
0;393
0;430
0;438
0;439
0;440
0;554
0;594
0;596
0;627
0;652
0;686
0;689
0;773
0;805
0;806
0;977
0;1043
0;1099
0;1161
0;1194
0;1222
0;1365
0;1424
0;1522
0;1549
0;1614
0;1624
0;1626
0;1708
0;1813
0;1891
1;2
1;3
1;4
1;5
1;6
1;7
1;8
1;9
1;18
1;22
1;27
1;28
1;29
1;37
1;50
1;54
1;61
1;64
1;88
1;94
1;110
1;118
1;119
1;122
1;139
1;154
1;183
1;190
1;193
1;203
1;209
1;213
1;217
1;219
1;243
1;250
1;258
1;261
1;288
1;350
1;388
1;393
1;433
1;442
1;486
1;496
1;512
1;560
1;561
1;566
1;585
1;601
1;628
1;658
1;671
1;672
1;675
1;677
1;730
1;755
1;771
1;774
1;843
1;920
1;949
1;956
1;964
1;1022
1;1052
1;1076
1;1213
1;1217
1;1248
1;1296
1;1311
1;1321
1;1415
1;1529
1;1615
1;1665
1;1671
1;1711
1;1771
1;1789
1;1821
1;1880
1;1923
1;1974
1;1981
1;1982
2;3
2;4
2;5
2;6
2;7
2;8
2;9
2;12
2;14
2;15
2;17
2;18
2;21
2;66
2;77
2;98
2;148
2;152
2;153
2;156
2;177
2;206
2;228
2;252
2;339
2;385
2;419
2;429
2;433
2;492
2;505
2;532
2;562
2;579
2;682
2;748
2;781
2;786
2;826
2;917
2;1191
2;1237
2;1238
2;1240
2;1241
2;1314
2;1327
2;1350
2;1402
2;1413
2;1438
2;1589
2;1621
2;1623
2;1639
2;1694
2;1719
2;1898
2;1961
3;4
3;5
3;6
3;7
3;8
3;9
3;10
3;11
3;13
3;14
3;15
3;20
3;23
3;45
3;59
3;72
3;77
3;92
3;100
3;102
3;122
3;135
3;148
3;150
3;160
3;177
3;185
3;197
3;198
3;210
3;225
3;233
3;242
3;246
3;300
3;318
3;323
3;357
3;363
3;374
3;400
3;412
3;416
3;422
3;439
3;477
3;482
3;542
3;543
3;546
3;557
3;561
3;586
3;587
3;619
3;635
3;680
3;683
3;693
3;710
3;716
3;775
3;785
3;807
3;816
3;834
3;846
3;852
3;854
3;884
3;892
3;894
3;920
3;966
3;1031
3;1036
3;1063
3;1082
3;1083
3;1088
3;1116
3;1120
3;1139
3;1154
3;1179
3;1185
3;1199
3;1224
3;1284
3;1310
3;1331
3;1337
3;1368
3;1393
3;1403
3;1452
3;1457
3;1513
3;1518
3;1563
3;1576
3;1606
3;1630
3;1639
3;1665
3;1721
3;1820
3;1826
3;1835
3;1860
3;1864
3;1935
3;1964
3;1981
3;1989
4;5
4;6
4;7
4;8
4;9
4;12
4;14
4;29
4;53
4;68
4;93
4;145
4;149
4;161
4;163
4;195
4;237
4;243
4;267
4;291
4;294
4;316
4;331
4;374
4;381
4;405
4;424
4;434
4;448
4;474
4;504
4;543
4;560
4;582
4;590
4;645
4;655
4;738
4;748
4;754
4;783
4;806
4;807
4;849
4;857
4;878
4;880
4;896
4;902
4;938
4;965
4;1034
4;1094
4;1163
4;1180
4;1196
4;1306
4;1327
4;1355
4;1414
4;1522
4;1564
4;1642
4;1646
4;1671
4;1699
4;1719
4;1752
4;1801
4;1807
4;1882
4;1904
4;1909
4;1941
4;1999
5;6
5;7
5;8
5;9
5;11
5;24
5;25
5;29
5;31
5;34
5;43
5;50
5;51
5;65
5;68
5;83
5;93
5;96
5;103
5;104
5;106
5;108
5;113
5;131
5;156
5;158
5;165
5;182
5;235
5;265
5;273
5;293
5;297
5;325
5;343
5;401
5;421
5;464
5;468
5;469
5;534
5;563
5;566
5;625
5;728
5;735
5;739
5;766
5;782
5;785
5;875
5;997
5;1037
5;1051
5;1115
5;1165
5;1168
5;1177
5;1269
5;1285
5;1324
5;1371
5;1482
5;1509
5;1514
5;1520
5;1581
5;1647
5;1690
5;1787
5;1803
5;1872
5;1944
5;1977
6;7
6;8
6;9
6;11
6;12
6;13
6;16
6;17
6;32
6;39
6;40
6;41
6;44
6;45
6;60
6;62
6;67
6;68
6;71
6;72
6;74
6;75
6;81
6;90
6;93
6;94
6;98
6;101
6;109
6;110
6;111
6;112
6;117
6;119
6;123
6;135
6;138
6;145
6;146
6;172
6;174
6;194
6;197
6;223
6;226
6;255
6;262
6;271
6;273
6;281
6;319
6;324
6;326
6;334
6;343
6;350
6;444
6;455
6;464
6;469
6;478
6;515
6;519
6;521
6;523
6;530
6;565
6;581
6;589
6;595
6;600
6;602
6;610
6;612
6;617
6;635
6;641
6;649
6;667
6;683
6;687
6;704
6;711
6;713
6;719
6;734
6;758
6;761
6;782
6;789
6;804
6;825
6;835
6;851
6;853
6;855
6;862
6;869
6;937
6;947
6;951
6;986
6;1003
6;1009
6;1010
6;1020
6;1023
6;1064
6;1093
6;1103
6;1106
6;1143
6;1166
6;1180
6;1197
6;1228
6;1265
6;1289
6;1297
6;1302
6;1328
6;1344
6;1424
6;1448
6;1494
6;1500
6;1519
6;1637
6;1674
6;1678
6;1685
6;1737
6;1754
6;1844
6;1845
7;8
7;9
7;16
7;19
7;21
7;30
7;48
7;53
7;63
7;89
7;100
7;114
7;147
7;151
7;167
7;180
7;187
7;219
7;225
7;226
7;230
7;257
7;279
7;285
7;310
7;320
7;327
7;338
7;350
7;360
7;406
7;407
7;409
7;428
7;431
7;509
7;541
7;548
7;558
7;582
7;636
7;651
7;657
7;666
7;694
7;695
7;712
7;714
7;717
7;735
7;828
7;847
7;868
7;940
7;959
7;1027
7;1034
7;1037
7;1170
7;1187
7;1257
7;1271
7;1293
7;1303
7;1311
7;1321
7;1352
7;1390
7;1394
7;1406
7;1409
7;1438
7;1474
7;1574
7;1737
7;1783
7;1784
8;9
8;10
8;18
8;28
8;43
8;44
8;51
8;52
8;76
8;79
8;80
8;97
8;113
8;117
8;206
8;214
8;227
8;233
8;316
8;354
8;369
8;404
8;436
8;445
8;492
8;501
8;504
8;622
8;624
8;650
8;665
8;729
8;737
8;749
8;759
8;780
8;802
8;839
8;844
8;871
8;894
8;1016
8;1021
8;1051
8;1110
8;1117
8;1291
8;1356
8;1435
8;1499
8;1630
8;1652
8;1658
8;1695
8;1704
8;1759
8;1790
8;1824
8;1857
8;1877
8;1909
9;10
9;19
9;24
9;27
9;41
9;47
9;73
9;74
9;78
9;79
9;84
9;126
9;138
9;163
9;201
9;215
9;302
9;309
9;321
9;359
9;368
9;406
9;466
9;548
9;550
9;584
9;605
9;661
9;706
9;744
9;771
9;862
9;867
9;1002
9;1056
9;1072
9;1073
9;1086
9;1113
9;1264
9;1277
9;1284
9;1339
9;1349
9;1375
9;1428
9;1609
9;1869
10;23
10;40
10;46
10;109
10;149
10;340
10;410
10;426
10;435
10;803
10;828
10;912
10;1768
11;13
11;15
11;20
11;24
11;31
11;32
11;34
11;35
11;56
11;57
11;61
11;69
